x B1 B2 B3 B4 B5 B6 B7 B8 knots
0.33734 0 0.0051261 0.35703 0.58388 0.053967 0 0 0 0
0.33834 0 0.0048843 0.35369 0.58627 0.055155 0 0 0 0
0.33934 0 0.0046503 0.35036 0.58862 0.056361 0 0 0 0
0.34034 0 0.0044239 0.34704 0.59096 0.057585 0 0 0 0
0.34134 0 0.0042049 0.34371 0.59326 0.058826 0 0 0 0
0.34234 0 0.0039933 0.34039 0.59554 0.060084 0 0 0 0
0.34334 0 0.0037889 0.33707 0.59778 0.061361 0 0 0 0
0.34434 0 0.0035916 0.33375 0.6 0.062655 0 0 0 0
0.34535 0 0.0034013 0.33044 0.60219 0.063968 0 0 0 0
0.34635 0 0.0032178 0.32713 0.60435 0.065299 0 0 0 0
0.34735 0 0.003041 0.32383 0.60648 0.066648 0 0 0 0
0.34835 0 0.0028709 0.32053 0.60858 0.068015 0 0 0 0
0.34935 0 0.0027072 0.31724 0.61065 0.069401 0 0 0 0
0.35035 0 0.0025498 0.31395 0.61269 0.070806 0 0 0 0
0.35135 0 0.0023987 0.31068 0.6147 0.07223 0 0 0 0
0.35235 0 0.0022536 0.3074 0.61667 0.073673 0 0 0 0
0.35335 0 0.0021146 0.30414 0.61861 0.075134 0 0 0 0
0.35435 0 0.0019813 0.30088 0.62052 0.076615 0 0 0 0
0.35536 0 0.0018538 0.29763 0.6224 0.078116 0 0 0 0
0.35636 0 0.0017319 0.29439 0.62424 0.079635 0 0 0 0
0.35736 0 0.0016154 0.29116 0.62605 0.081175 0 0 0 0
0.35836 0 0.0015043 0.28793 0.62783 0.082734 0 0 0 0
0.35936 0 0.0013984 0.28472 0.62957 0.084312 0 0 0 0
0.36036 0 0.0012976 0.28151 0.63128 0.085911 0 0 0 0
0.36136 0 0.0012018 0.27832 0.63295 0.08753 0 0 0 0
0.36236 0 0.0011108 0.27514 0.63458 0.089169 0 0 0 0
0.36336 0 0.0010245 0.27196 0.63618 0.090829 0 0 0 0
0.36436 0 0.00094278 0.2688 0.63775 0.092509 0 0 0 0
0.36537 0 0.00086555 0.26565 0.63927 0.094209 0 0 0 0
0.36637 0 0.00079265 0.26251 0.64076 0.09593 0 0 0 0
0.36737 0 0.00072396 0.25939 0.64222 0.097672 0 0 0 0
0.36837 0 0.00065936 0.25627 0.64363 0.099435 0 0 0 0
0.36937 0 0.00059872 0.25318 0.64501 0.10122 0 0 0 0
0.37037 0 0.00054192 0.25009 0.64634 0.10302 0 0 0 0
0.37137 0 0.00048883 0.24702 0.64764 0.10485 0 0 0 0
0.37237 0 0.00043933 0.24396 0.6489 0.1067 0 0 0 0
0.37337 0 0.00039328 0.24092 0.65012 0.10857 0 0 0 0
0.37437 0 0.00035058 0.23789 0.6513 0.11046 0 0 0 0
0.37538 0 0.00031108 0.23487 0.65244 0.11237 0 0 0 0
0.37638 0 0.00027466 0.23188 0.65354 0.11431 0 0 0 0
0.37738 0 0.00024121 0.2289 0.6546 0.11627 0 0 0 0
0.37838 0 0.00021058 0.22593 0.65561 0.11825 0 0 0 0
0.37938 0 0.00018267 0.22299 0.65658 0.12025 0 0 0 0
0.38038 0 0.00015734 0.22006 0.65752 0.12227 0 0 0 0
0.38138 0 0.00013446 0.21714 0.6584 0.12432 0 0 0 0
0.38238 0 0.00011392 0.21425 0.65925 0.12639 0 0 0 0
0.38338 0 9.5584e-05 0.21137 0.66005 0.12848 0 0 0 0
